,x_pix,y_pix,amplitude,vlsr,sigma_v,labelsDBSCAN
11036,146.0,128.0,3.3751916096399666,9.484811893413363,0.09555430197463498,-1
11037,147.0,128.0,2.6140989560224845,9.504046064024847,0.0917079313913253,-1
11038,149.0,128.0,2.2434302846545786,8.616861176260109,0.24933700331684835,-1
11039,150.0,128.0,2.564489579973773,8.577813368213777,0.30967750665355376,-1
11040,63.0,129.0,3.3165094105740818,9.094223504290296,0.10690423227786024,-1
11041,64.0,129.0,2.5664463998438936,9.09720973715568,0.1355640551874038,-1
11042,99.0,129.0,7.103253442957017,9.884199684013685,0.1291855852909441,0
11043,116.0,129.0,3.869806619723899,9.38653913728736,0.08450189091177916,-1
11044,117.0,129.0,5.31467060771002,9.395008491874048,0.10598076175520876,-1
11045,118.0,129.0,5.364443080080709,9.402541132821847,0.1089356313918842,-1
11046,119.0,129.0,11.190228007789988,9.444060633494868,0.22322492468155603,-1
11047,120.0,129.0,10.636075395004928,9.415845989553812,0.257317665286412,-1
11048,121.0,129.0,10.071864737710836,9.32693962297129,0.22361897839502964,-1
11049,122.0,129.0,8.44866147841043,9.215563341700301,0.142953483212632,-1
11050,123.0,129.0,8.669800368032693,9.207326445086881,0.12020997869921096,-1
11051,124.0,129.0,8.552701785849349,9.203190852274846,0.1166939768286984,-1
11052,125.0,129.0,7.834918642518115,9.18882757171885,0.12222836506830714,-1
11053,141.0,129.0,3.2978101823365105,9.202960230220992,0.14602228294023012,-1
11054,142.0,129.0,3.8884836342661666,9.225705023933381,0.16723579458121787,-1
11055,143.0,129.0,3.944860643078445,9.26779323006684,0.2130032979721773,-1
11056,149.0,129.0,2.60164918893512,8.592268153888153,0.2945880121361344,-1
11057,150.0,129.0,3.1731422019033797,8.58079393206536,0.3643979227035678,-1
11058,63.0,130.0,3.08100668642483,9.084517893028957,0.0922650923275207,-1
11059,118.0,130.0,10.103850484879553,9.424591322554026,0.18661796439667197,-1
11060,119.0,130.0,10.880355233089666,9.441141532327697,0.2304571692318552,-1
11061,120.0,130.0,10.545405906514127,9.41644600162423,0.2576967168320254,-1
11062,121.0,130.0,9.980090804390944,9.350839295852076,0.2383067010295084,-1
11063,122.0,130.0,8.048608906763455,9.209897899011239,0.14249615923677184,-1
11064,123.0,130.0,8.558944704301835,9.196277342096396,0.1139845062780651,-1
11065,124.0,130.0,8.763507547343723,9.191620758467892,0.10657536476650925,-1
11066,125.0,130.0,8.301764336562812,9.182731019373852,0.11045445612379874,-1
11067,126.0,130.0,7.391072102140122,9.177673259107435,0.13138752442736967,-1
11068,141.0,130.0,3.3339851259275837,9.219090505433023,0.1557936539476149,-1
11069,142.0,130.0,3.669478039063909,9.227156847394614,0.17048070109249405,-1
11070,143.0,130.0,3.774747953966201,9.257708809971113,0.22199380147894593,-1
11071,144.0,130.0,4.2190560376517325,9.305726422362122,0.3208793599497246,-1
11072,149.0,130.0,2.7314633923053253,8.55899223613749,0.31919272330040654,-1
11073,150.0,130.0,3.523211572745897,8.557111504721256,0.39626695539885093,-1
11074,117.0,131.0,7.162715575005082,9.399729072087087,0.17050600160634521,-1
11075,118.0,131.0,9.53525762685114,9.42894609926233,0.20839110068806732,-1
11076,119.0,131.0,10.385348629543266,9.428305378031073,0.22582365182167954,-1
11077,120.0,131.0,10.343110144468753,9.409884349296041,0.24526320441026428,-1
11078,121.0,131.0,9.539466793256482,9.364505953788532,0.23132489587186178,-1
11079,122.0,131.0,7.8106716849922115,9.223191768696504,0.15013833516231972,-1
11080,123.0,131.0,8.18566619528986,9.18944664006589,0.1089142170182201,-1
11081,124.0,131.0,8.763952699973016,9.181616421629993,0.09893712121215309,-1
11082,125.0,131.0,8.5330552115937,9.175029397902236,0.10162124434361798,-1
11083,126.0,131.0,7.364434680632932,9.173044015283253,0.11753702661122122,-1
11084,127.0,131.0,5.750905222936555,9.178446138961002,0.1442928263989899,-1
11085,140.0,131.0,3.5509000694692436,9.331065204557367,0.30003138070488755,-1
11086,141.0,131.0,3.4910925044661503,9.250332256348852,0.18052675232112345,-1
11087,142.0,131.0,3.3543878755732033,9.250879758423352,0.18357791587846,-1
11088,143.0,131.0,3.468579782007841,9.268857611051413,0.23575847490472834,-1
11089,144.0,131.0,4.4035899027547005,9.319379538728544,0.32460899298401297,-1
11090,114.0,132.0,5.642125718932758,9.520099937526297,0.12837200381423156,-1
11091,117.0,132.0,7.392594104931985,9.440912139407748,0.2301502075190863,-1
11092,118.0,132.0,8.860653141050081,9.41412227041658,0.2194692740398471,-1
11093,119.0,132.0,9.818834426244507,9.400129070233808,0.20461188235059805,-1
11094,120.0,132.0,9.906358851408164,9.391575557435639,0.21286029274625895,-1
11095,121.0,132.0,9.187177576801545,9.364344316343333,0.212596154207204,-1
11096,122.0,132.0,8.202926018375287,9.276706907493583,0.1739619279753667,-1
11097,123.0,132.0,7.643472204696414,9.191074595026475,0.11058447750683159,-1
11098,124.0,132.0,8.507501367881078,9.175302847696145,0.0960598810560024,-1
11099,125.0,132.0,8.445030910867576,9.16832058360873,0.09592228333917857,-1
11100,126.0,132.0,7.2309211297709215,9.165765272820558,0.1053309761695202,-1
11101,127.0,132.0,5.702671053098671,9.173988158892966,0.13356198644361197,-1
11102,139.0,132.0,5.275757684209645,9.387423368999015,0.42115479022971775,-1
11103,140.0,132.0,4.67549142871011,9.30743515135306,0.3211201306167472,-1
11104,141.0,132.0,3.9202376254437343,9.276590142174474,0.23083551749666067,-1
11105,142.0,132.0,3.2600439404283827,9.283711433240695,0.2183121599757112,-1
11106,143.0,132.0,3.1801331635574517,9.294737855969068,0.25904899160543055,-1
11107,144.0,132.0,4.5766826426390805,9.334053696771546,0.3442282627177947,-1
11108,113.0,133.0,5.743999049731925,9.571792886280349,0.12871556180907384,-1
11109,114.0,133.0,6.104751164669027,9.534568732238817,0.12958801548458698,-1
11110,115.0,133.0,6.129665435212708,9.546497881563301,0.2161477070810298,-1
11111,116.0,133.0,6.54312061553021,9.538384688574478,0.2922042320371974,-1
11112,117.0,133.0,7.452144775264642,9.501980098220868,0.31574720340096735,-1
11113,118.0,133.0,8.513548229707935,9.39455974896679,0.2189189647815017,-1
11114,119.0,133.0,9.500193653072946,9.373557243147006,0.18342561751855824,-1
11115,120.0,133.0,9.776252758375307,9.367724179476289,0.1870608892749312,-1
11116,121.0,133.0,9.025411125959263,9.355151745191773,0.19037445982245285,-1
11117,122.0,133.0,8.057766965655427,9.308032423083135,0.17883352690969237,-1
11118,123.0,133.0,7.416946301623693,9.210725445677696,0.12758093571960383,-1
11119,124.0,133.0,7.994027889291619,9.174925759373465,0.09798764745513039,-1
11120,125.0,133.0,8.104319555544825,9.164295047303384,0.09291468875631938,-1
